"OCCSOC"
"435061"
"435030"
"172041"
"173020"
"193020"
"131051"
"339021"
"396030"
"433011"
"331021"
"472080"
"519111"
"514034"
"393090"
"291127"
"517042"
"112011"
"474031"
"516064"
"171020"
"392021"
"292030"
"131022"
"49909X"
"499098"
"273020"
"499091"
"493021"
"191040"
"131041"
"514031"
"291071"
"499043"
"534010"
"395090"
"331099"
"514010"
"273042"
"519195"
"113061"
"1510XX"
"451010"
"273041"
"435051"
"433051"
"472161"
"512041"
"113011"
"439081"
"272012"
"513011"
"514021"
"131023"
"291121"
"518010"
"119011"
"291124"
"514070"
"132031"
"291011"
"172011"
"132082"
"432011"
"537081"
"533041"
"119151"
"519020"
"493090"
"559830"
"272020"
"393010"
"492098"
"351011"
"2740XX"
"419031"
"273031"
"499031"
"274021"
"394000"
"339011"
"439071"
"472211"
"119081"
"1930XX"
"353011"
"515023"
"434199"
"399099"
"514033"
"472171"
"273043"
"132053"
"515022"
"292081"
"432021"
"292021"
"472050"
"254031"
"434161"
"519080"
"516021"
"2590XX"
"518031"
"475040"
"395011"
"49209X"
"553010"
"254021"
"391010"
"292090"
"452011"
"533099"
"533011"
"517011"
"172061"
"151061"
"472221"
"192010"
"532020"
"519191"
"514193"
"519130"
"452041"
"1721XX"
"519030"
"517021"
"535020"
"474051"
"192030"
"291122"
"191020"
"172121"
"132099"
"499060"
"492091"
"5350XX"
"4750XX"
"474021"
"51606X"
"173031"
"513091"
"512031"
"434041"
"339091"
"513092"
"499096"
"517041"
"299000"
"514111"
"537063"
"516093"
"519197"
"291129"
"5371XX"
"534031"
"518090"
"132041"
"514194"
"472071"
"434031"
"212021"
"493050"
"434181"
"413041"
"475031"
"439111"
"172081"
"492092"
"4740XX"
"312010"
"515021"
"131021"
"536021"
"119061"
"518021"
"514060"
"132021"
"475021"
"194041"
"51609X"
"434061"
"454011"
"193051"
"472011"
"5170XX"
"172131"
"493022"
"492097"
"194011"
"499094"
"519194"
"519051"
"534021"
"435053"
"519198"
"152011"
"472142"
"4750YY"
"193011"
"3330XX"
"396010"
"519071"
"499010"
"435011"
"5360XX"
"551010"
"131011"
"5370XX"
"492096"
"512011"
"272011"
"396020"
"132061"
"119121"
"254010"
"434141"
"472121"
"432099"
"274030"
"453000"
"513093"
"5340XX"
"291041"
"393031"
"519192"
"537070"
"291199"
"474061"
"191010"
"434011"
"433041"
"272030"
"514032"
"1720XX"
"119071"
"132051"
"516041"
"272099"
"515010"
"291125"
"393021"
"516042"
"514022"
"514023"
"514191"
"15113X"
"319092"
"151121"
"499071"
"319094"
"291141"
"151142"
"394031"
"119013"
"119XXX"
"151141"
"451011"
"151134"
"151131"
"519151"
"151199"
"131151"
"1940YY"
"131161"
"433099"
"131141"
"151150"
"113121"
"131199"
"252050"
"319097"
"513099"
"319096"
"211092"
"515112"
"319095"
"397010"
"29112X"
"131131"
"47XXXX"
"119161"
"151122"
"536061"
"291151"
"211093"
"151111"
"3940XX"
"21109X"
"1910XX"
"113131"
"113111"
"2911XX"
"151143"
"515111"
"231012"
"339093"
"291181"
"532031"
"515113"
"472140"
"472XXX"
"514030"
"4990XX"
"5140XX"
"516040"
"31113X"
"272022"
"359099"
"5120XX"
"373011"
"353023"
"311131"
"537065"
"27102X"
"395094"
"399032"
"253041"
"112021"
"472070"
"472152"
"2530XX"
"453031"
"3930XX"
"259040"
"359011"
"272023"
"413091"
"373013"
"292056"
"151230"
"436014"
"311122"
"17302X"
"292072"
"436013"
"519160"
"436012"
"15124X"
"292034"
"151252"
"292032"
"211012"
"291292"
"173023"
"112022"
"291210"
"533052"
"151211"
"39509X"
"536030"
"151299"
"292052"
"533051"
"435031"
"4330XX"
"273011"
"292031"
"271023"
"151241"
"333012"
"435032"
"211019"
"254022"
"113013"
"151255"
"516060"
"211022"
"331090"
"151244"
"131082"
"271024"
"151251"
"194010"
"29205X"
"292042"
"292043"
"436011"
"291240"
"195010"
"271025"
"311121"
"273091"
"211013"
"151212"
"399031"
"151253"
"19204X"
"211029"
"211011"
"514020"
"232093"
"272091"
"173011"
"291299"
"132020"
"171011"
"273023"
"1320XX"
"434YYY"
"273092"
"395092"
"112030"
"19303X"
"292053"
"151254"
"272042"
"119070"
"472151"
"232099"
"171012"
"292035"
"292055"
"533053"
"211014"
"193033"
"533054"
"29203X"
"192041"
"113012"
"211015"
"272041"
"333011"
"211021"
"391000"
"475032"
"273099"
"17301X"
"475020"
"193034"
"291291"
"151221"
"211023"
"37301X"
"272021"
"271026"
"271021"
"339094"
"472231"
"271022"
"51403X"
